Financial year,Local authority name,Region,Carers of people in adult social care quality of life (Score (between 0 and 12)),Carers who found it easy to find information about services (Percentage),People in adult social care quality of life (Score (between -0.8 and 1.0)),People who use services who found it easy to find information (Percentage),"Requests resulting in a service (per 100,000 population)",Short term service provision (Percentage),Workforce turnover rate (Percentage),Council tax collection rates (in year) (Percentage),Council tax revenue per dwelling (GBP),Debt servicing as percentage of core spending power (Percentage),Level of band D council tax rates (GBP),Non-ringfenced reserves as percentage of net revenue expenditure (Percentage),Non-ringfenced reserves as percentage of service spend (Percentage),Nondomestic rates collection rates (in year) (Percentage),"Number of upheld complaints (per 100,000 population)",Social care spend as percentage of core spending power (Percentage),Total core spending power per dwelling (GBP),Total debt as percentage of core spending power (Percentage),Household waste recycling rate (Percentage),Recycling contamination rate (Percentage),Residual household waste (kg per household)
2015-16,barking and dagenham,London,7.415964523,61.35920177,0.402452128,67.1,1239,78.5,28.73509934,94.8,796.41,12.98448478,1036.67,119.5082063,97.07708089,98.2,3.4,64.55263852,1986.24,540.1090158,18.9,17.7,957.2
2016-17,barking and dagenham,London,7.4,59.3,0.401,70.9,1322,63.8,28.73509934,95.5,853.36,12.98448478,1078.03,119.5082063,97.07708089,98.3,7.2,64.55263852,1949.04,540.1090158,25.3,17.7,843.4
2017-18,barking and dagenham,London,7.415964523,61.35920177,0.427,68.9,1228,71.2,28.73509934,95.8,911.96,15.4,1131.83,41.8,42.6,98.2,5.7,64.8,1980.39,540.1090158,25,15.5,850.8
2018-19,barking and dagenham,London,7.4,59.9,0.43,69.6,3166,39,28.73509934,95.7,991.24,19.6,1199.63,46.2,47.7,98.3,5.2,67.9,2006.98,478.7,23.7,9.9,872.6
2019-20,barking and dagenham,London,7.415964523,61.35920177,0.41,71,3395,46.9,28.73509934,95.7,1052.48,20.8,1235.5,47.4,42,98,6.1,69.2,2020.7,533.5,25.2,5,891.2
2020-21,barking and dagenham,London,7.415964523,61.35920177,0.402452128,71.01325167,2400,44.3,28.73509934,93.2,1107.92,19.2,1284.8,78,60.3,86.9,5.1,69.7,2112.64,663.1,26.9,4,850
2021-22,barking and dagenham,London,7.1,52.9,0.397,57.1,1749,58.9,11.6,93.6,1164.42,19.8,1348.91,117.5,78.3,94.8,8.7,74,2174.19,721.4,30.5,4.8,772.4
2015-16,barnet,London,7.415964523,61.35920177,0.402452128,69.4,986,88.4,28.73509934,96.1,1307.88,12.98448478,1102.07,119.5082063,97.07708089,96.7,4.8,64.55263852,1816.92,540.1090158,36.8,3.4,646.8
2016-17,barnet,London,7.4,57.1,0.399,69.8,965,72.7,28.73509934,96.1,1325.18,12.98448478,1121.07,119.5082063,97.07708089,97,4.9,64.55263852,1749.95,540.1090158,37.4,4,623.9
2017-18,barnet,London,7.415964523,61.35920177,0.405,69.1,1164,94.5,28.73509934,96,1384.35,5.7,1154.7,34.2,31,96.9,4.9,65.2,1737.16,540.1090158,36.9,4.3,612.2
2018-19,barnet,London,6.7,58.3,0.428,70.4,1085,86.3,28.73509934,95.8,1436.63,5.9,1189.34,23.8,21.5,96.8,6.1,68.4,1722.41,190.1,34.6,5.2,611.5
2019-20,barnet,London,7.415964523,61.35920177,0.399,68.3,1077,40.7,28.73509934,95.7,1516.7,7.1,1224.9,21.6,20.4,96,8.1,65.8,1744.1,211.8,32,6.1,630.5
2020-21,barnet,London,7.415964523,61.35920177,0.402452128,71.01325167,1140,56.6,28.73509934,94.9,1587.01,5.7,1273.77,65,49,82.4,6.5,66.3,1832.91,250.9,28.9,7.2,670.1
2021-22,barnet,London,6.6,51.3,0.4,62.9,1259,54.5,26.7,94.5,1668.65,7.7,1337.33,71.2,53.1,90.8,5.4,72.3,1878.97,265.1,29.8,8.3,653.9
2015-16,barnsley,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,78.2,2957,72.4,28.73509934,96,829.42,12.98448478,1246.63,119.5082063,97.07708089,97.1,2.5,64.55263852,1651.84,540.1090158,45.4,5.2,510.5
2016-17,barnsley,Yorkshire and The Humber,7.5,65,0.468,73.7,3156,74.9,28.73509934,95.8,855.85,12.98448478,1295.25,119.5082063,97.07708089,97.3,2.5,64.55263852,1570.75,540.1090158,48.5,0,487.8
2017-18,barnsley,Yorkshire and The Humber,7.415964523,61.35920177,0.433,73.1,3075,88.2,28.73509934,96.1,918.73,-0.2,1358.72,86.7,70.5,98.4,1.2,55.6,1611.49,540.1090158,47.7,0,471.6
2018-19,barnsley,Yorkshire and The Humber,7.6,60.5,0.452,73.1,2995,92.1,28.73509934,96,962.05,21.2,1419.73,72.9,80.7,97.8,1.6,43.7,1616.93,509.8,46.5,0.9,481.1
2019-20,barnsley,Yorkshire and The Humber,7.415964523,61.35920177,0.45,69.7,2809,88.6,28.73509934,95.9,1025.6,21.6,1483.48,73.8,77.2,98.3,3.2,48,1646.65,511.7,47.1,0.7,478.8
2020-21,barnsley,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,71.01325167,2604,61.2,28.73509934,96.3,1073.92,20.6,1541.34,110.2,99.3,98.3,2,46.3,1752.34,519.8,43.2,1,537.8
2021-22,barnsley,Yorkshire and The Humber,7.4,60.5,0.47,73.1,2723,85,28,96.8,1100.36,19.6,1586.04,123.8,99.6,98.1,3.7,51.9,1780.72,483.6,44.9,0.6,518
2015-16,bath and north east somerset,South West,7.415964523,61.35920177,0.402452128,73.5,933,77.9,28.73509934,98.7,1225.97,12.98448478,1201.85,119.5082063,97.07708089,98,4.9,64.55263852,1543.85,540.1090158,52.6,0.3,456.6
2016-17,bath and north east somerset,South West,8.2,70,0.417,78.7,837,80.8,28.73509934,98.8,1266.54,12.98448478,1240.9,119.5082063,97.07708089,98.8,4.8,64.55263852,1499.37,540.1090158,54.1,0.1,449.4
2017-18,bath and north east somerset,South West,7.415964523,61.35920177,0.435,75.8,2090,75,28.73509934,98.1,1321.58,8.2,1284.33,36.4,33.1,98.8,4.8,71.6,1512.6,540.1090158,54.8,2,421.7
2018-19,bath and north east somerset,South West,8,62.8,0.429,71,945,67.8,28.73509934,98.2,1385.13,9.6,1347.89,41.7,35.9,98.6,2.6,74,1504.52,234.3,58.7,2.9,362.9
2019-20,bath and north east somerset,South West,7.415964523,61.35920177,0.407,69.4,1194,73.3,28.73509934,98.1,1467.11,11.2,1401.12,37.1,33.4,98.1,3.1,71.4,1525.56,235.3,56.2,5.1,389.7
2020-21,bath and north east somerset,South West,7.415964523,61.35920177,0.402452128,71.01325167,1202,72.4,28.73509934,98.5,1527.29,11,1456.88,55.1,49.2,94.4,1,67.3,1619.23,232.9,59.2,1.5,360.9
2021-22,bath and north east somerset,South West,7.8,58.2,0.41,68.1,986,68.1,26.9,97.8,1584.63,11.6,1529.57,66.2,55.3,97.2,1.6,70.6,1640.55,219.6,59.2,2.1,362.7
2015-16,bedford,East of England,7.415964523,61.35920177,0.402452128,78.4,1016,68.8,28.73509934,97.5,1222.86,12.98448478,1301.5,119.5082063,97.07708089,98.3,1.2,64.55263852,1915.09,540.1090158,37.5,5.1,672.8
2016-17,bedford,East of England,7.7,68.6,0.403,74,1034,99.6,28.73509934,97.6,1284.23,12.98448478,1353.42,119.5082063,97.07708089,98.5,1.2,64.55263852,1866.8,540.1090158,40.7,6.6,622.9
2017-18,bedford,East of England,7.415964523,61.35920177,0.424,75.2,926,94.2,28.73509934,97.6,1362.72,4.7,1417.72,35.1,34.8,98.9,2.4,64.1,1854.27,540.1090158,44.5,4.2,551.9
2018-19,bedford,East of England,7.5,68.9,0.4,72,886,87.5,28.73509934,97.6,1432.88,5.1,1470.88,31.6,31.2,99,2.3,65.9,1839.08,84.3,42.9,5.4,558.8
2019-20,bedford,East of England,7.415964523,61.35920177,0.37,75.7,792,86.2,28.73509934,97.4,1495.79,4.3,1507.51,34.8,30,97.7,1.7,66.3,1830.57,90.2,42.7,5.7,554.8
2020-21,bedford,East of England,7.415964523,61.35920177,0.402452128,71.01325167,1180,59.5,28.73509934,96.7,1549.73,4.8,1565.55,33.8,32,97.6,2.9,67.9,1915.9,90.8,40,6.4,584.6
2021-22,bedford,East of England,7.1,54.8,0.4,70.5,1085,64.9,24.7,97.1,1535.97,4.8,1624.14,36.2,30.2,97.7,4.3,72,1878.84,87.1,37,13.5,624.5
2015-16,bexley,London,7.415964523,61.35920177,0.402452128,69.8,2232,60,28.73509934,96.7,1176.06,12.98448478,1150.53,119.5082063,97.07708089,98.5,5.4,64.55263852,1629.42,540.1090158,52,0.7,470
2016-17,bexley,London,7.5,56.3,0.364,68.9,2524,60.4,28.73509934,96.5,1212.36,12.98448478,1196.43,119.5082063,97.07708089,98.8,6.5,64.55263852,1585.65,540.1090158,52.7,0.5,480.6
2017-18,bexley,London,7.415964523,61.35920177,0.415,75,2725,55.2,28.73509934,96.3,1263.42,5.6,1244.17,36.1,34.8,99,5.3,59.9,1600.23,540.1090158,52.1,0.5,480.6
2018-19,bexley,London,8,65.8,0.415,67.4,2040,67.5,28.73509934,96.3,1334,8.7,1293.81,23.4,22.8,98.6,5.7,61.5,1607.95,158.7,54.1,0.5,463.4
2019-20,bexley,London,7.415964523,61.35920177,0.409,72.9,1587,66.6,28.73509934,96.3,1416.75,6.5,1358.37,6.4,6.5,98.6,8.9,60.5,1629.47,157.6,54.2,0.9,438.4
2020-21,bexley,London,7.415964523,61.35920177,0.402452128,71.01325167,2324,55,28.73509934,95.1,1471.43,11.4,1412.57,23.9,22.9,90.8,2.8,59.4,1707.94,154.3,50,2.3,490.9
2021-22,bexley,London,7.8,56.8,0.401,70.2,2463,56.5,21.4,95.4,1545.92,10.1,1483.06,37.6,34.9,95.1,4.9,55.4,1760.69,142.3,42.7,3,521.4
2015-16,birmingham,West Midlands,7.415964523,61.35920177,0.402452128,71,1412,51.1,28.73509934,94.6,736.77,12.98448478,1158.43,119.5082063,97.07708089,96.7,6.4,64.55263852,2077.75,540.1090158,22.9,15.7,740
2016-17,birmingham,West Midlands,7,47.9,0.412,65,1452,58.1,28.73509934,94.6,782.96,12.98448478,1204.65,119.5082063,97.07708089,97.2,5.6,64.55263852,1979.99,540.1090158,24.4,14.3,719.3
2017-18,birmingham,West Midlands,7.415964523,61.35920177,0.458,74.5,1451,49.7,28.73509934,94.5,832.65,14.5,1264.76,60.6,52,97.1,3.8,59.1,2003.08,540.1090158,20.7,2.4,728.3
2018-19,birmingham,West Midlands,6.9,50.5,0.415,65.4,1429,45.1,28.73509934,94.4,883.84,25.6,1315.22,60.1,51.2,96.3,6.7,61.9,2011.33,499.7,22,2.8,728.9
2019-20,birmingham,West Midlands,7.415964523,61.35920177,0.381,60.8,1324,57.5,28.73509934,94.3,944.92,28.2,1380.85,65.3,60.4,96.9,10.4,57.7,2029.24,469.6,23.6,3.3,704.5
2020-21,birmingham,West Midlands,7.415964523,61.35920177,0.402452128,71.01325167,1279,48.9,28.73509934,92.6,988.8,24.8,1435.95,92.5,69.8,91.3,9.4,57.9,2130.66,450.6,22.5,7.6,695.2
2021-22,birmingham,West Midlands,6.7,48.5,0.402,55.8,1328,41.4,33.5,92.9,1031.63,18.9,1507.6,100.6,78.1,95.8,8.8,58.7,2200.49,435.8,22.8,8.5,685
2015-16,blackburn with darwen,North West,7.415964523,61.35920177,0.402452128,87.3,1889,67,28.73509934,95.2,832.9,12.98448478,1266.85,119.5082063,97.07708089,98.7,4.7,64.55263852,1994.59,540.1090158,36.4,8.7,604.6
2016-17,blackburn with darwen,North West,8.5,73.7,0.455,82.9,1682,64.5,28.73509934,95.3,868.6,12.98448478,1317.4,119.5082063,97.07708089,97.4,6.1,64.55263852,1902.64,540.1090158,36.7,6.5,596.8
2017-18,blackburn with darwen,North West,7.415964523,61.35920177,0.416,79.6,1834,71.6,28.73509934,95.3,921.47,15.8,1383.15,24,23.4,98.5,1.3,63.7,1940.48,540.1090158,30,8,632.2
2018-19,blackburn with darwen,North West,6.9,65.2,0.377,78,1593,71.3,28.73509934,95.1,987.37,15.4,1466,17.6,17.1,98.3,3.4,64.8,1968.04,247.9,28.5,12.1,647.6
2019-20,blackburn with darwen,North West,7.415964523,61.35920177,0.34,64.5,1582,67.9,28.73509934,94.9,1036.29,15.6,1509.83,17.5,16.6,98.3,2.7,68.3,1977.51,230.6,29.1,13.3,611.1
2020-21,blackburn with darwen,North West,7.415964523,61.35920177,0.402452128,71.01325167,1396,67.2,28.73509934,94.8,1095.93,14,1570.07,49.8,38.7,96.5,2.7,66.1,2100.24,222.8,29.8,11.6,576.4
2021-22,blackburn with darwen,North West,7.1,63.6,0.385,75,1472,67.5,28.2,94.8,1115.99,13.3,1632.72,48.5,40.1,97.8,0.6,69.5,2139.77,198.3,30.4,6.4,610.4
2015-16,blackpool,North West,7.415964523,61.35920177,0.402452128,77.6,3320,68.6,28.73509934,90.7,764.4,12.98448478,1306,119.5082063,97.07708089,95.1,5,64.55263852,1846.84,540.1090158,45.1,3.2,498.8
2016-17,blackpool,North West,7.8,68.8,0.431,82.4,3117,68.6,28.73509934,90,805.18,12.98448478,1358.05,119.5082063,97.07708089,93.9,5.7,64.55263852,1769.42,540.1090158,33.5,2.8,598
2017-18,blackpool,North West,7.415964523,61.35920177,0.412,78.8,3339,85.8,28.73509934,91.3,843.58,11,1425.75,32.8,34.5,95.6,4.3,66.7,1799.98,540.1090158,35.8,3.6,567.4
2018-19,blackpool,North West,7.6,71.4,0.424,78.8,3732,74.8,28.73509934,92,907.58,11.2,1511.14,34.7,31.6,96.2,2.9,71.4,1837.2,232.4,39.6,3.4,531
2019-20,blackpool,North West,7.415964523,61.35920177,0.402,81.3,3701,78.6,28.73509934,91.5,949.31,10.2,1556.31,28.8,24.2,95.6,4.3,81.5,1855.57,267.9,38.4,1.7,552.5
2020-21,blackpool,North West,7.415964523,61.35920177,0.402452128,71.01325167,3446,73.9,28.73509934,87.8,1001.32,4.3,1618.39,41.7,31.1,85.8,1.4,92.9,1975.06,284.1,27.5,5.6,676
2021-22,blackpool,North West,7.2,71.9,0.399,72.8,3438,68.8,22.7,88,1042.8,5.4,1699.13,48.5,37,92.3,2.8,90.4,2047.73,285.5,41.7,3.6,528.4
2015-16,bolton,North West,7.415964523,61.35920177,0.402452128,69,2809,90.7,28.73509934,95.9,865.52,12.98448478,1276.56,119.5082063,97.07708089,96.4,1.8,64.55263852,1715.41,540.1090158,39.1,4.4,468.7
2016-17,bolton,North West,7.8,66.9,0.404,65.1,3042,61.6,28.73509934,95.9,908.35,12.98448478,1321.24,119.5082063,97.07708089,95.9,1.8,64.55263852,1642.31,540.1090158,44.4,4.7,415.5
2017-18,bolton,North West,7.415964523,61.35920177,0.396,73,2887,60.3,28.73509934,95.3,985.76,6.3,1384.66,40.9,55.6,96.5,2.8,54.9,1693.66,540.1090158,47.1,5.3,377.1
2018-19,bolton,North West,7.5,66.7,0.403,71,2967,82.8,28.73509934,95,1041.94,12.9,1453.75,41.7,52.8,95.1,8.4,60,1708.27,106.1,48,5.5,362.1
2019-20,bolton,North West,7.415964523,61.35920177,0.401,64,2754,82.1,28.73509934,95.1,1088.21,6.8,1486.46,33.9,40.5,95,1,65.4,1715.02,110,47.9,4.9,366.1
2020-21,bolton,North West,7.415964523,61.35920177,0.402452128,71.01325167,2412,77.3,28.73509934,94.6,1127.72,6.2,1516.17,59.7,58.9,89.5,2.4,58.6,1797.24,113.3,48.1,7.2,409.7
2021-22,bolton,North West,7.3,63.1,0.419,62.4,2408,82.8,22.3,94,1169.69,6.8,1573.79,58.8,60.4,93.4,4.7,60.4,1856.71,104.7,50.9,2.5,363.8
2015-16,bracknell forest,South East,7.415964523,61.35920177,0.402452128,80.2,2158,92.6,28.73509934,98.3,1251.68,12.98448478,1093.95,119.5082063,97.07708089,98.9,1.7,64.55263852,1697.03,540.1090158,38,7.2,662.4
2016-17,bracknell forest,South East,8,73.2,0.428,80.5,1404,89.2,28.73509934,98.3,1321.6,12.98448478,1137.6,119.5082063,97.07708089,98.6,2.5,64.55263852,1671.85,540.1090158,40.1,6.8,650
2017-18,bracknell forest,South East,7.415964523,61.35920177,0.41,74.1,1083,78,28.73509934,98.5,1395.21,3.9,1194.39,44.8,42.4,99.9,1.7,65.6,1658.06,540.1090158,39.2,6.7,597.7
2018-19,bracknell forest,South East,7.7,63.3,0.396,73.9,1195,85.3,28.73509934,98.4,1487.13,6.1,1265.94,61.1,59.6,99.9,0.8,64.9,1655.86,268.8,39.4,8.4,585.7
2019-20,bracknell forest,South East,7.415964523,61.35920177,0.423,77.1,1396,77.8,28.73509934,97.9,1547.49,6.9,1303.83,61.2,61.7,99.9,4.1,70.4,1632.21,243.8,42.9,8.2,550.7
2020-21,bracknell forest,South East,7.415964523,61.35920177,0.402452128,71.01325167,1322,91.7,28.73509934,97.9,1634.07,6.7,1355.85,82.6,74.3,96.9,4,68.7,1705.09,230.2,43.4,7.5,551.5
2021-22,bracknell forest,South East,7.5,63,0.409,68.3,1505,76,22.8,97.3,1672.49,6.4,1403.19,90.4,71.5,96.6,6.4,69.8,1763.05,214.3,56.2,6.3,406.9
2015-16,bradford,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,70.8,4333,64.8,28.73509934,94.3,855.5,12.98448478,1152.11,119.5082063,97.07708089,96.9,2.3,64.55263852,1858.38,540.1090158,39.9,0,579
2016-17,bradford,Yorkshire and The Humber,8.2,72.4,0.402,69.9,2115,63,28.73509934,94,900.57,12.98448478,1198.08,119.5082063,97.07708089,97,2.3,64.55263852,1784.33,540.1090158,37,0.1,593.2
2017-18,bradford,Yorkshire and The Humber,7.415964523,61.35920177,0.428,72.3,6586,61.2,28.73509934,94.2,957.08,2.6,1257.86,40.5,39,97.5,3.6,54.6,1802.04,540.1090158,34.6,13.6,582.2
2018-19,bradford,Yorkshire and The Humber,7.9,61.3,0.395,70.1,12800,69.7,28.73509934,93.9,1038.61,2.4,1333.21,52.8,45.3,97.9,1.9,57.9,1833.08,172.9,39.5,10.9,543.9
2019-20,bradford,Yorkshire and The Humber,7.415964523,61.35920177,0.37,71.2,4697,49.3,28.73509934,94.1,1089.69,10.1,1373.07,44.7,41.5,96.7,3.9,62.1,1839.06,165.6,40.7,11.3,530.2
2020-21,bradford,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,71.01325167,4357,48.4,28.73509934,94.2,1145.71,14.6,1427.86,52.3,43.8,92.3,3.5,67.9,1945.34,158.7,37.8,17,600.3
2021-22,bradford,Yorkshire and The Humber,7.8,50.9,0.416,67.6,4982,52.8,17.8,94.4,1183.93,13.2,1499.11,50.8,43.2,95.6,5.5,71.9,1988.95,149.2,36.1,21,600.5
2015-16,brent,London,7.415964523,61.35920177,0.402452128,64.4,666,65.9,28.73509934,95.9,1003.35,12.98448478,1058.94,119.5082063,97.07708089,98.3,8,64.55263852,2125.7,540.1090158,35.8,9.3,530.8
2016-17,brent,London,7.1,53.3,0.383,68.9,482,76.6,28.73509934,95.7,1076.27,12.98448478,1101.24,119.5082063,97.07708089,98.7,5.2,64.55263852,2070.59,540.1090158,36.4,9.4,521.1
2017-18,brent,London,7.415964523,61.35920177,0.423,68.6,807,69.8,28.73509934,95.3,1138.23,15.6,1145.16,109,94.8,98.6,6.4,51.9,2100.01,540.1090158,36.5,9,508.6
2018-19,brent,London,6.7,51.1,0.412,60.9,818,70.3,28.73509934,96.1,1217.63,11.9,1202.31,113.6,91.8,99.1,7,54.4,2108.65,262.5,36.6,8.9,493.3
2019-20,brent,London,7.415964523,61.35920177,0.417,60.6,851,70.4,28.73509934,95.9,1290.38,5.3,1262.34,126.1,118.2,98.2,5.8,58.3,2108.91,298.5,34.2,12.4,510.9
2020-21,brent,London,7.415964523,61.35920177,0.402452128,71.01325167,1171,68.7,28.73509934,91.9,1334.33,6.9,1312.74,143,105.6,87.3,3.7,61.7,2177.36,323.7,33.4,13.4,542.2
2021-22,brent,London,6.6,44.7,0.424,61.6,1293,69.2,16.7,92.2,1401.59,10.4,1378.26,158.5,108.6,91.3,6.5,62.8,2206.6,329.8,37.8,12.5,439.7
2015-16,brighton and hove,South East,7.415964523,61.35920177,0.402452128,69.8,2271,72.1,28.73509934,97.4,1089.82,12.98448478,1339.02,119.5082063,97.07708089,98.2,7.4,64.55263852,1694.82,540.1090158,24.6,7.9,620.9
2016-17,brighton and hove,South East,7.5,64.1,0.383,73,1866,66.2,28.73509934,97,1159.74,12.98448478,1392.34,119.5082063,97.07708089,97.4,5.6,64.55263852,1645.19,540.1090158,27,4.4,601.9
2017-18,brighton and hove,South East,7.415964523,61.35920177,0.343,70.5,1410,79.8,28.73509934,96.4,1226.19,11.9,1461.81,18.6,17,97.3,8.3,64.4,1673.25,540.1090158,28.6,3.9,575.1
2018-19,brighton and hove,South East,7.8,64.5,0.367,70.5,1629,80.2,28.73509934,96.5,1324.59,8.7,1549.37,21.2,18.9,97.1,6.9,66.7,1706.5,159.1,29.2,4.7,561.3
2019-20,brighton and hove,South East,7.415964523,61.35920177,0.386,69.7,1679,84.8,28.73509934,96.4,1392.64,2.8,1595.75,15.6,13.4,96.8,3.1,69.4,1715.36,160.4,29.4,4.1,552.3
2020-21,brighton and hove,South East,7.415964523,61.35920177,0.402452128,71.01325167,1526,58.6,28.73509934,94.9,1456.85,4.8,1659.42,20.9,16.4,85,4.1,72.1,1800.92,162,29.2,5.7,567.1
2021-22,brighton and hove,South East,7.4,60.8,0.406,65,1006,89.6,41.3,95.5,1500.2,10.9,1742.19,25,19.2,93.5,7.6,74.3,1844.67,163,30.1,5.5,544.5
2015-16,bromley,London,7.415964523,61.35920177,0.402452128,73,555,42.5,28.73509934,97.8,1221.71,12.98448478,1030.14,119.5082063,97.07708089,99.1,8.6,64.55263852,1483.23,540.1090158,46.3,1,478.9
2016-17,bromley,London,8.6,57.6,0.41,73.9,873,88.1,28.73509934,97.9,1252.23,12.98448478,1071.27,119.5082063,97.07708089,98.9,10.1,64.55263852,1451.9,540.1090158,46.9,4.7,496.8
2017-18,bromley,London,7.415964523,61.35920177,0.379,67,717,88.4,28.73509934,98.1,1308,0.6,1114.02,81.2,73,98.7,9.1,55,1459.74,540.1090158,50,5.8,454.1
2018-19,bromley,London,8.1,58.6,0.395,65.6,1047,87.4,28.73509934,98,1371.09,0.4,1158.48,89.5,79.5,98.5,10,60.7,1451.1,0.7,50.1,2.6,427.3
2019-20,bromley,London,7.415964523,61.35920177,0.383,74.6,1127,75.2,28.73509934,97.9,1462.84,0.4,1216.26,96.2,84.4,98.1,8.4,62.5,1494.85,4.3,50.9,0,429.9
2020-21,bromley,London,7.415964523,61.35920177,0.402452128,71.01325167,1479,85.3,28.73509934,96.5,1520.88,0,1264.77,167,122.5,92,7.8,63.2,1569.18,8.5,44.8,9.8,526.8
2021-22,bromley,London,7.7,58.4,0.423,67.2,1078,96,25.6,96.9,1606.37,0.5,1327.86,109,84.3,95.5,5.5,65.2,1625.67,10.6,48.7,5.2,464.9
2020-21,buckinghamshire,South East,7.415964523,61.35920177,0.402452128,71.01325167,350,79.4,28.73509934,98.1,1923.79,1.7,1550.87,64.8,51,97.31567398,0.4,60.5,1885.42,128.8,51.2,3.7,509.3
2021-22,buckinghamshire,South East,7.1,51.2,0.408,63.6,1032,77.4,30.7,97.5,1971.94,4.9,1612.52,70.4,58.1,96.8,5.2,63.5,1899.06,124.6,49.2,8,529.8
2015-16,bury,North West,7.415964523,61.35920177,0.402452128,70.3,2697,73.8,28.73509934,97.1,954.74,12.98448478,1303.84,119.5082063,97.07708089,94.3,2.7,64.55263852,1603.44,540.1090158,49.1,4.3,404.7
2016-17,bury,North West,7.3,64.3,0.416,71.2,1648,65.3,28.73509934,96.8,998.87,12.98448478,1355.21,119.5082063,97.07708089,94.9,3.2,64.55263852,1542.91,540.1090158,52.7,4.3,365.4
2017-18,bury,North West,7.415964523,61.35920177,0.389,69.2,2286,62.2,28.73509934,96.6,1049.88,8.9,1422.16,25.8,32.7,96,2.6,59.3,1568.06,540.1090158,51.7,4.7,364.9
2018-19,bury,North West,7.2,56.6,0.408,66.6,2511,61.6,28.73509934,96.5,1122.87,8.4,1506.64,24.4,29.3,96.2,3.2,64.2,1598.07,183.7,52,5.2,350.5
2019-20,bury,North West,7.415964523,61.35920177,0.432,71.4,3250,66.6,28.73509934,96.2,1187.38,6.7,1550.94,44.4,51.6,95.4,3.1,73.1,1612.42,177.7,51.6,4.9,350.8
2020-21,bury,North West,7.415964523,61.35920177,0.402452128,71.01325167,3918,63.4,28.73509934,96,1275.82,7.1,1612.05,85.9,84,87.6,3.7,64.8,1726.65,177.3,50.5,6.7,399.5
2021-22,bury,North West,6.9,50.7,0.415,66.8,4111,71.5,32.2,95.8,1301.69,6.9,1691.67,69,73.2,93.7,5.7,68.1,1764.43,172.1,53.8,2.4,352.7
2015-16,calderdale,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,70.6,18575,56.1,28.73509934,96.9,917.7,12.98448478,1251.43,119.5082063,97.07708089,97.3,5.8,64.55263852,1598.97,540.1090158,46.3,0,471.7
2016-17,calderdale,Yorkshire and The Humber,7.6,61.5,0.397,71.5,18301,75.4,28.73509934,97.1,964.62,12.98448478,1300.85,119.5082063,97.07708089,97.3,7.7,64.55263852,1538.04,540.1090158,49.7,0,441.6
2017-18,calderdale,Yorkshire and The Humber,7.415964523,61.35920177,0.378,74.9,17754,77.1,28.73509934,97,1018.17,4,1364.04,26.9,25.4,97.2,6.7,64.3,1554.78,540.1090158,48,0,450.2
2018-19,calderdale,Yorkshire and The Humber,7.9,58.1,0.391,66.9,16652,75.4,28.73509934,96.7,1093.46,5.1,1445.74,23.3,22.6,97.3,4.3,65.1,1583.89,133.6,49.6,0,434.3
2019-20,calderdale,Yorkshire and The Humber,7.415964523,61.35920177,0.415,69,5229,76.5,28.73509934,96.3,1154.92,5.5,1488.96,18.3,17.2,97.3,6.6,67.2,1602.28,135.8,55.8,0,374.6
2020-21,calderdale,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,71.01325167,3429,76.2,28.73509934,95.3,1210.19,5.6,1548.36,34.7,28.5,93.3,5.2,65.5,1699.22,138.2,53.5,0,403.2
2021-22,calderdale,Yorkshire and The Humber,6.8,52.4,0.396,67.6,6422,76.3,24.1,95.7,1247.42,4.7,1625.62,41.8,36.5,97,5.3,64.2,1739.51,130.9,51.2,0.5,425.2
2015-16,camden,London,7.415964523,61.35920177,0.402452128,72.5,1156,71.5,28.73509934,96.3,1125.12,12.98448478,1042.1,119.5082063,97.07708089,99.7,4.9,64.55263852,2355.39,540.1090158,24.8,11.6,563.4
2016-17,camden,London,7.5,67,0.353,75.4,961,79.2,28.73509934,96.3,1170.52,12.98448478,1083.66,119.5082063,97.07708089,99,6.4,64.55263852,2258.31,540.1090158,26.6,7.3,510.6
2017-18,camden,London,7.415964523,61.35920177,0.37,74,561,47.5,28.73509934,96.4,1212.02,2.3,1137.73,42.1,39.2,99.3,6.7,53.5,2251.53,540.1090158,30.3,12.8,390.1
2018-19,camden,London,6.5,61.3,0.35,66.1,802,55.2,28.73509934,96.4,1273.14,1.7,1194.49,43.5,39,99.5,3.8,53.7,2236.21,251.9,31.1,14.2,359.1
2019-20,camden,London,7.415964523,61.35920177,0.317,66.3,590,53.4,28.73509934,95.4,1349.86,2.3,1242.12,41.4,36.3,99,4.8,56.2,2231.11,238.7,25.9,16,395.7
2020-21,camden,London,7.415964523,61.35920177,0.402452128,71.01325167,1027,66,28.73509934,91,1419.38,1.9,1291.66,69.5,56.9,92.5,6.4,51.8,2364.42,238.7,28.6,14.5,334
2021-22,camden,London,6.8,56.3,0.367,63.5,1423,74.1,18.1,94.2,1419.32,0.6,1356.11,63.8,58.6,96.3,8.1,54.9,2361.77,205.5,28.1,12.3,405.5
